,1,2,3,4,5,6,7,8,9,10,11,12
A,-0.015889072225156786,-0.06784365168263806,0.0037830909592795336,0.0007566332245529939,-0.030012591762871077,0.01286253932694481,-0.0037830909592796447,-0.00025221107485096095,-0.015889072225156786,0.016897841361075416,-0.0047919352586834885,0.001765402360471402
B,0.048675910647903775,-0.041109728729344375,-0.036065582395809925,-0.043631764314369215,-0.07137453156706686,-0.00781839299341025,0.0007566332245529939,-0.010340503741920415,0.030012591762871077,-0.02698613402814476,-0.05069359924671146,0.005296357408385521
C,-0.041109728729344375,-0.022446409844312232,-0.013871383626349099,-0.015384650075454864,0.00277424665987569,-0.06229508319940125,-0.03858769314431998,-0.04464060861377295,-0.036570004545511736,-0.015384650075454864,0.06834799866885488,0.048675910647903775
D,-0.02547286757903855,0.042622920014964816,0.036570004545511736,-0.00025221107485096095,-0.007314046007193653,-0.0017654775239572817,0.024464023279634706,0.0007566332245529939,0.014880152762267729,0.04716264419879734,-0.033039124661083163,0.00277424665987569
E,-0.030517013912573554,0.013366961476646733,0.00025221107485107197,0.042622920014964816,-0.02597728972874047,0.008827237292814205,0.0012610553742549158,0.04817148849820185,0.029508169613169155,-0.05069359924671146,-0.041109728729344375,0.02597728972874047
F,-0.03808327099461761,0.02799490316406339,0.002269824510173324,-0.048675910647903664,0.035056738096405526,-0.004287513108981567,0.01538457491196965,0.02295083199401371,0.03203028036167921,-0.03808327099461761,-0.012358117177242778,-0.016897841361075305
G,0.07238330070298549,-0.04211857302874822,0.07137453156706641,-0.021437565544907833,0.042622920014964816,-0.036065582395809925,0.02749055617784668,0.03808319583113229,-0.029003822626952558,0.016897841361075416,-0.022950831994014154,0.010844850728136901
H,0.08902900615269504,0.02749055617784668,0.0648171187844262,-0.018915529959883548,-0.00529635740838541,-0.022446409844312232,0.054728826117356855,0.014375805776050576,0.050189101933524105,-0.02749055617784668,0.04968475494730762,0.06633038523353196
