well,value
A1,-0.03162152302155907
B1,-0.00986590312006086
C1,-0.0007588924271867414
D1,-0.01796100698224734
E1,-0.02150268088965457
F1,0.00430056633459408
G1,0.03415129009827811
H1,0.0827219886630548
A2,-0.05995446193086906
B2,0.009865903120061414
C2,-0.002276752673218252
D2,0.053883096338400494
E2,-0.0012648458425306153
F2,-0.005312397773623911
G2,-0.0012648458425306153
H2,0.02605618623609174
A3,-0.02504427940540399
B3,0.02150268088965457
C3,0.015937268712530095
D3,0.08929923227920988
E3,-0.012395670196780562
F3,0.0032886595039065547
G3,0.04022258029908943
H3,0.012901623612124435
A4,-0.02352641915937259
B4,-0.03566915034431006
C4,-0.002276752673218252
D4,0.029091831336497398
E4,-0.05843660168483755
F4,0.00430056633459408
G4,0.06299010703127506
H4,0.02959778475184116
A5,-0.013407577027468087
B5,0.01846696039759177
C5,-0.044776085645526376
D5,0.033645336682934346
E5,-0.04224639396046459
F5,-0.0225145123286844
G5,0.04730585272224608
H5,0.019478867228279295
A6,-0.05540095658443189
B6,0.009359949704717208
C6,0.0007588924271868525
D6,0.023526419159372702
E6,0.03465724351362254
F6,-0.005312397773623911
G6,-0.04072853371443319
H6,0.04983554440730731
A7,-0.01694917554321751
B7,-0.041740440545120716
C7,0.015937268712530095
D7,0.020996727474310806
E7,-0.027573971090465887
F7,0.033645336682934346
G7,0.03718693519868377
H7,0.06602582752333808
A8,-0.017455128958561383
B8,-0.00986590312006086
C8,-0.019478867228279406
D8,-0.001770799257874378
E8,-0.006324304604311548
F8,0.03465724351362254
G8,0.04528203906087036
H8,0.03111556960621531
A9,-0.04325830079115223
B9,-0.008348118265687265
C9,0.01846696039759177
D9,0.009865903120061414
E9,-0.015937268712529873
F9,0.009865903120061414
G9,-0.014925361881842236
H9,0.04022258029908943
A10,-0.028585877921153413
B10,-0.028585877921153413
C10,0.020996727474310806
D10,0.0032886595039065547
E10,-0.00430056633459408
F10,-0.0007588924271867414
G10,0.012901623612124435
H10,0.022514512328684955
A11,-0.02504427940540399
B11,-0.030609691582528686
C11,0.03313938326759058
D11,-0.005312397773623911
E11,-0.014925361881842236
F11,0.02605618623609174
G11,0.030103738167184924
H11,0.04427020762184042
A12,-0.010877809950749051
B12,-0.020490774058967043
C12,0.0007588924271868525
D12,-0.01897291381293509
E12,0.006830258019655755
F12,-0.006830258019655755
G12,-0.0007588924271867414
H12,0.04275234737580891
